Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,24813,Hierro,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:15:00 PM,25980,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,26132,Hierro,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,26333,Hierro,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:20:00 PM,28046,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU06,485230,9485722,44,17,WGS84,"Muestra puntual de suelo tomada a 38 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:32:00 PM,32665,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:15:00 PM,<1.9,Fracciones de Hidrocarburos F1 (C6-C10),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<3.0,Plata,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<17.5,Arsénico,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<1.5,Berilio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<1.0,Cadmio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<3.0,Molibdeno,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<10,Plomo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<12.5,Antimonio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<8.0,Selenio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<15,Talio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<7.5,Bismuto,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<12.5,Litio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU03,485252,9485765,44,17,WGS84,"Muestra puntual de suelo tomada a 9 m en dirección noreste de la ubicación del pozo y a una profundidad de 0,3 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:15:00 PM,<12.5,Estaño,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Ensayo por cromatografía - HTP,7/8/19,2:20:00 PM,<1.9,Fracciones de Hidrocarburos F1 (C6-C10),mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<3.0,Plata,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<17.5,Arsénico,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<1.5,Berilio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<1.0,Cadmio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<3.0,Molibdeno,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<10,Plomo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<12.5,Antimonio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<8.0,Selenio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<15,Talio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<20.3,Boro,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<7.5,Bismuto,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<12.5,Litio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<12.5,Estaño,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU04,485239,9485758,44,17,WGS84,"Muestra puntual de suelo tomada a 8 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:20:00 PM,<0.10,Mercurio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<3.0,Plata,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<17.5,Arsénico,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<1.5,Berilio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<1.0,Cadmio,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<3.0,Molibdeno,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<10,Plomo,mg/Kg
INFORME N° 00342-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha OEFA F02894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F02894-SU05,485246,9485735,44,17,WGS84,"Muestra puntual de suelo tomada a 22 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,No aplica,No aplica,Metales totales,7/8/19,2:26:00 PM,<12.5,Antimonio,mg/Kg
