Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000013,"Dibenzo (a,h) Antraceno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000016,Fenantreno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000016,Fluoranteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,Fluoreno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000016,"Indeno (1,2,3 cd) Pireno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,Naftaleno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,1:46:00 PM,<0.000009,Pireno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Ensayo por cromatografía - HTP,17/3/2019,1:46:00 PM,<0.0008,Hidrocarburos totales de petróleo (C8-C40),mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.001,Benceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.002,Tolueno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.002,Etilbenceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.004,"m,p- Xileno",mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.002,o-Xileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,BTEX,17/3/2019,1:46:00 PM,<0.006,Xilenos,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.000003,Plata,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,831",Aluminio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,00083",Arsénico,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.002,Boro,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,1313",Bario,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00002,Berilio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00002,Bismuto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"18,77",Calcio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00001,Cadmio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,00044",Cobalto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0004",Cromo Total,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,00135",Cobre,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,8893",Hierro,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,<0.00003,Mercurio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"1,16",Potasio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"0,0017",Litio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Metales totales,17/3/2019,1:46:00 PM,"1,225",Magnesio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:46:00 PM,"27,4",Temperatura,°C
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:46:00 PM,"7,61",Oxígeno Disuelto,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:46:00 PM,"7,64",Potencial de hidrógeno,Unidad de pH
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG05,178707,9521351,199,18,WGS 84,Punto ubicado en la quebrada Putuime a 62 m aguas arriba del punto de confluenciade la quebrada Putuime con la quebrada Kangaza.,Simple,Restultados in situ,17/3/2019,1:46:00 PM,"131,2",Conductividad,µS/cm
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,2:05:00 PM,<0.000013,Acenafteno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,2:05:00 PM,<0.000013,Acenaftileno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Ensayo por cromatografía - PAHS,17/3/2019,2:05:00 PM,<0.000016,Antraceno,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Metales totales,17/3/2019,2:05:00 PM,<0.00003,Mercurio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Metales totales,17/3/2019,2:05:00 PM,"1,48",Potasio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Metales totales,17/3/2019,2:05:00 PM,"0,0016",Litio,mg/L
INFORME N° 00632-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05689,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de quebrada,F05689-AG06,178955,9521736,199,18,WGS 84,Punto ubicado en la quebrada Kangaza a 33 m aguas arriba de alfloramiento Kangaza.,Simple,Metales totales,17/3/2019,2:05:00 PM,"1,394",Magnesio,mg/L
