Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,39
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,< 1,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,31
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,66
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,19
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,549
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,80  +,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,11
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,10
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,29
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,25 - 29,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,15
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,41
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,93
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,2
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,5 - 9,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,5,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,80  +,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,< 1,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,11
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,14
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,5 - 9,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,12 - 14,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,5,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,35
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,4
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140113,LAMBAYEQUE,CHICLAYO,REQUE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,5,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,195
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,4
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,97
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,9
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,19
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,7
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,8
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,5
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,5,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,149
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,30
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,33
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,27
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,13
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,110
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,5,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,19
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,68
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,16
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,5,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,93
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,15 - 17,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,21
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,15
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,16
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,18
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,24
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,5,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,5
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,55
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,73
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,82
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,103
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,10
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,3
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,5,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,60 - 79,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,12
2017,5,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,5,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
